month_year,district_lgd_code,pincode,age_0_5,age_5_17,age_18_greater,district_label,state
Jan-26,490,413103,5,1,0,Pune,Maharashtra
Jan-26,490,413104,6,0,0,Pune,Maharashtra
Jan-26,490,413105,2,1,1,Pune,Maharashtra
Jan-26,490,413106,18,2,1,Pune,Maharashtra
Jan-26,490,413110,6,0,0,Pune,Maharashtra
Jan-26,490,413114,11,4,0,Pune,Maharashtra
Jan-26,490,413115,4,0,0,Pune,Maharashtra
Jan-26,490,413116,1,2,1,Pune,Maharashtra
Jan-26,490,413120,4,1,0,Pune,Maharashtra
Jan-26,490,413130,4,1,1,Pune,Maharashtra
Jan-26,490,413132,1,2,0,Pune,Maharashtra
Jan-26,490,413133,3,2,0,Pune,Maharashtra
Jan-26,490,413211,12,3,0,Pune,Maharashtra
Jan-26,490,413801,16,5,1,Pune,Maharashtra
Jan-26,491,400702,13,1,0,Raigad,Maharashtra
Jan-26,491,400707,3,0,0,Raigad,Maharashtra
Jan-26,491,402101,1,0,0,Raigad,Maharashtra
Jan-26,491,402102,2,0,0,Raigad,Maharashtra
Jan-26,491,402103,5,0,0,Raigad,Maharashtra
Jan-26,491,402104,4,1,0,Raigad,Maharashtra
Jan-26,491,402105,5,1,0,Raigad,Maharashtra
Jan-26,491,402106,8,2,0,Raigad,Maharashtra
Jan-26,491,402107,53,6,0,Raigad,Maharashtra
Jan-26,491,402108,2,0,0,Raigad,Maharashtra
Jan-26,491,402109,10,0,0,Raigad,Maharashtra
Jan-26,491,402110,10,0,0,Raigad,Maharashtra
Jan-26,491,402112,1,0,0,Raigad,Maharashtra
Jan-26,491,402113,1,0,0,Raigad,Maharashtra
Jan-26,491,402114,2,0,0,Raigad,Maharashtra
Jan-26,491,402115,3,0,0,Raigad,Maharashtra
Jan-26,491,402116,2,0,0,Raigad,Maharashtra
Jan-26,491,402117,2,0,0,Raigad,Maharashtra
Jan-26,491,402120,1,0,0,Raigad,Maharashtra
Jan-26,491,402122,1,0,0,Raigad,Maharashtra
Jan-26,491,402201,4,2,0,Raigad,Maharashtra
Jan-26,491,402202,4,1,0,Raigad,Maharashtra
Jan-26,491,402203,3,1,0,Raigad,Maharashtra
Jan-26,491,402204,1,0,0,Raigad,Maharashtra
Jan-26,491,402207,3,0,0,Raigad,Maharashtra
Jan-26,491,402209,7,0,0,Raigad,Maharashtra
Jan-26,491,402301,6,2,0,Raigad,Maharashtra
Jan-26,491,402302,4,0,0,Raigad,Maharashtra
Jan-26,491,402303,8,3,0,Raigad,Maharashtra
Jan-26,491,402304,2,0,0,Raigad,Maharashtra
Jan-26,491,402305,1,1,0,Raigad,Maharashtra
Jan-26,491,402307,1,0,0,Raigad,Maharashtra
Jan-26,491,402308,1,0,0,Raigad,Maharashtra
Jan-26,491,402309,2,1,0,Raigad,Maharashtra
Jan-26,491,402401,7,1,1,Raigad,Maharashtra
Jan-26,491,402402,1,0,0,Raigad,Maharashtra
Jan-26,491,402403,3,0,0,Raigad,Maharashtra
Jan-26,491,402404,2,0,0,Raigad,Maharashtra
Jan-26,491,410101,6,2,3,Raigad,Maharashtra
Jan-26,491,410102,1,0,0,Raigad,Maharashtra
Jan-26,491,410201,25,5,1,Raigad,Maharashtra
Jan-26,491,410202,2,0,0,Raigad,Maharashtra
Jan-26,491,410203,18,3,0,Raigad,Maharashtra
Jan-26,491,410204,2,1,0,Raigad,Maharashtra
Jan-26,491,410205,8,2,0,Raigad,Maharashtra
Jan-26,491,410206,83,30,2,Raigad,Maharashtra
Jan-26,491,410207,3,1,0,Raigad,Maharashtra
Jan-26,491,410208,10,6,0,Raigad,Maharashtra
Jan-26,491,410209,4,1,0,Raigad,Maharashtra
Jan-26,491,410210,15,5,0,Raigad,Maharashtra
Jan-26,491,410216,0,1,0,Raigad,Maharashtra
Jan-26,491,410218,16,5,0,Raigad,Maharashtra
Jan-26,491,410220,2,0,0,Raigad,Maharashtra
Jan-26,491,410221,12,2,0,Raigad,Maharashtra
Jan-26,491,410222,11,1,0,Raigad,Maharashtra
Jan-26,492,415202,0,1,0,Ratnagiri,Maharashtra
Jan-26,492,415203,3,0,0,Ratnagiri,Maharashtra
Jan-26,492,415208,1,0,0,Ratnagiri,Maharashtra
Jan-26,492,415214,0,1,0,Ratnagiri,Maharashtra
Jan-26,492,415601,1,0,0,Ratnagiri,Maharashtra
Jan-26,492,415602,1,0,0,Ratnagiri,Maharashtra
Jan-26,492,415604,5,0,0,Ratnagiri,Maharashtra
Jan-26,492,415605,8,2,0,Ratnagiri,Maharashtra
Jan-26,492,415606,3,1,0,Ratnagiri,Maharashtra
Jan-26,492,415608,2,0,0,Ratnagiri,Maharashtra
Jan-26,492,415609,1,0,0,Ratnagiri,Maharashtra
Jan-26,492,415610,2,0,0,Ratnagiri,Maharashtra
Jan-26,492,415611,3,0,0,Ratnagiri,Maharashtra
Jan-26,492,415612,15,0,0,Ratnagiri,Maharashtra
Jan-26,492,415613,2,0,0,Ratnagiri,Maharashtra
Jan-26,492,415614,1,0,0,Ratnagiri,Maharashtra
Jan-26,492,415616,3,0,0,Ratnagiri,Maharashtra
Jan-26,492,415617,3,0,0,Ratnagiri,Maharashtra
Jan-26,492,415620,5,0,0,Ratnagiri,Maharashtra
Jan-26,492,415621,1,0,0,Ratnagiri,Maharashtra
Jan-26,492,415626,1,0,0,Ratnagiri,Maharashtra
Jan-26,492,415629,3,0,0,Ratnagiri,Maharashtra
Jan-26,492,415639,8,0,0,Ratnagiri,Maharashtra
Jan-26,492,415641,3,0,0,Ratnagiri,Maharashtra
Jan-26,492,415703,2,0,0,Ratnagiri,Maharashtra
Jan-26,492,415705,2,0,0,Ratnagiri,Maharashtra
Jan-26,492,415706,2,0,0,Ratnagiri,Maharashtra
Jan-26,492,415709,7,1,0,Ratnagiri,Maharashtra
Jan-26,492,415711,4,1,0,Ratnagiri,Maharashtra
Jan-26,492,415712,6,1,0,Ratnagiri,Maharashtra
Jan-26,492,415713,3,0,0,Ratnagiri,Maharashtra
Jan-26,492,415717,1,0,0,Ratnagiri,Maharashtra
Jan-26,492,415719,2,0,0,Ratnagiri,Maharashtra
Jan-26,492,415720,4,0,0,Ratnagiri,Maharashtra
Jan-26,492,415722,4,0,0,Ratnagiri,Maharashtra
Jan-26,492,415724,4,0,0,Ratnagiri,Maharashtra
Jan-26,492,415726,4,0,0,Ratnagiri,Maharashtra
Jan-26,492,415727,4,0,0,Ratnagiri,Maharashtra
Jan-26,492,415728,2,0,0,Ratnagiri,Maharashtra
Jan-26,492,415729,1,0,0,Ratnagiri,Maharashtra
Jan-26,492,415803,2,0,0,Ratnagiri,Maharashtra
Jan-26,492,415804,8,0,0,Ratnagiri,Maharashtra
Jan-26,492,416701,3,0,0,Ratnagiri,Maharashtra
Jan-26,492,416702,4,0,1,Ratnagiri,Maharashtra
Jan-26,492,416704,2,1,0,Ratnagiri,Maharashtra
Jan-26,492,416705,3,0,0,Ratnagiri,Maharashtra
Jan-26,492,416709,1,0,0,Ratnagiri,Maharashtra
Jan-26,492,416712,5,0,0,Ratnagiri,Maharashtra
Jan-26,492,416713,1,0,0,Ratnagiri,Maharashtra
Jan-26,493,415301,11,0,0,Sangli,Maharashtra
Jan-26,493,415302,7,0,0,Sangli,Maharashtra
Jan-26,493,415303,4,1,0,Sangli,Maharashtra
Jan-26,493,415304,2,0,0,Sangli,Maharashtra
Jan-26,493,415305,4,1,0,Sangli,Maharashtra
Jan-26,493,415306,1,0,0,Sangli,Maharashtra
Jan-26,493,415307,4,0,0,Sangli,Maharashtra
Jan-26,493,415308,2,1,0,Sangli,Maharashtra
Jan-26,493,415309,2,2,0,Sangli,Maharashtra
Jan-26,493,415310,1,1,0,Sangli,Maharashtra
Jan-26,493,415311,11,6,0,Sangli,Maharashtra
Jan-26,493,415313,0,1,0,Sangli,Maharashtra
Jan-26,493,415315,2,3,0,Sangli,Maharashtra
Jan-26,493,415401,9,1,0,Sangli,Maharashtra
Jan-26,493,415403,5,0,0,Sangli,Maharashtra
Jan-26,493,415404,5,0,0,Sangli,Maharashtra
Jan-26,493,415405,2,0,0,Sangli,Maharashtra
Jan-26,493,415406,2,0,0,Sangli,Maharashtra
Jan-26,493,415407,3,0,0,Sangli,Maharashtra
Jan-26,493,415408,9,3,0,Sangli,Maharashtra
Jan-26,493,415409,12,5,0,Sangli,Maharashtra
Jan-26,493,415410,5,0,0,Sangli,Maharashtra
Jan-26,493,415411,3,0,0,Sangli,Maharashtra
Jan-26,493,415412,5,1,0,Sangli,Maharashtra
Jan-26,493,415413,1,0,0,Sangli,Maharashtra
Jan-26,493,415414,3,0,0,Sangli,Maharashtra
Jan-26,493,415415,3,0,0,Sangli,Maharashtra
Jan-26,493,416301,10,4,0,Sangli,Maharashtra
Jan-26,493,416302,4,0,0,Sangli,Maharashtra
Jan-26,493,416303,10,0,0,Sangli,Maharashtra
Jan-26,493,416304,4,1,0,Sangli,Maharashtra
Jan-26,493,416305,1,0,0,Sangli,Maharashtra
Jan-26,493,416306,4,0,0,Sangli,Maharashtra
Jan-26,493,416308,3,0,0,Sangli,Maharashtra
Jan-26,493,416309,5,0,0,Sangli,Maharashtra
Jan-26,493,416310,1,2,0,Sangli,Maharashtra
Jan-26,493,416311,5,0,0,Sangli,Maharashtra
Jan-26,493,416312,19,3,0,Sangli,Maharashtra
Jan-26,493,416313,3,0,0,Sangli,Maharashtra
Jan-26,493,416314,3,1,0,Sangli,Maharashtra
Jan-26,493,416315,2,1,0,Sangli,Maharashtra
Jan-26,493,416316,1,0,0,Sangli,Maharashtra
Jan-26,493,416401,2,0,0,Sangli,Maharashtra
Jan-26,493,416402,4,0,1,Sangli,Maharashtra
Jan-26,493,416403,7,1,3,Sangli,Maharashtra
Jan-26,493,416404,25,3,3,Sangli,Maharashtra
Jan-26,493,416405,12,3,6,Sangli,Maharashtra
Jan-26,493,416407,5,0,1,Sangli,Maharashtra
Jan-26,493,416408,3,0,0,Sangli,Maharashtra
Jan-26,493,416409,2,0,1,Sangli,Maharashtra
Jan-26,493,416410,37,9,7,Sangli,Maharashtra
Jan-26,493,416411,8,2,0,Sangli,Maharashtra
Jan-26,493,416412,15,3,4,Sangli,Maharashtra
Jan-26,493,416413,13,2,1,Sangli,Maharashtra
Jan-26,493,416415,0,3,0,Sangli,Maharashtra
Jan-26,493,416416,26,14,7,Sangli,Maharashtra
Jan-26,493,416417,2,0,0,Sangli,Maharashtra
Jan-26,493,416418,2,1,0,Sangli,Maharashtra
Jan-26,493,416419,1,0,0,Sangli,Maharashtra
Jan-26,493,416420,0,1,0,Sangli,Maharashtra
Jan-26,493,416422,0,2,0,Sangli,Maharashtra
Jan-26,493,416436,4,0,0,Sangli,Maharashtra
Jan-26,494,412206,16,3,0,Satara,Maharashtra
Jan-26,494,412801,7,0,0,Satara,Maharashtra
Jan-26,494,412802,4,1,0,Satara,Maharashtra
Jan-26,494,412803,10,3,0,Satara,Maharashtra
Jan-26,494,412805,4,0,0,Satara,Maharashtra
Jan-26,494,412806,7,1,0,Satara,Maharashtra
Jan-26,494,415001,2,1,0,Satara,Maharashtra
Jan-26,494,415002,14,3,0,Satara,Maharashtra
Jan-26,494,415003,2,0,0,Satara,Maharashtra
Jan-26,494,415004,6,0,0,Satara,Maharashtra
Jan-26,494,415010,9,1,0,Satara,Maharashtra
Jan-26,494,415011,7,0,0,Satara,Maharashtra
Jan-26,494,415012,2,0,0,Satara,Maharashtra
Jan-26,494,415013,2,1,0,Satara,Maharashtra
Jan-26,494,415014,14,2,0,Satara,Maharashtra
Jan-26,494,415015,5,0,0,Satara,Maharashtra
Jan-26,494,415019,1,0,0,Satara,Maharashtra
Jan-26,494,415020,14,3,0,Satara,Maharashtra
Jan-26,494,415022,1,0,0,Satara,Maharashtra
Jan-26,494,415023,5,0,0,Satara,Maharashtra
Jan-26,494,415102,1,0,0,Satara,Maharashtra
Jan-26,494,415103,4,0,0,Satara,Maharashtra
Jan-26,494,415104,1,1,0,Satara,Maharashtra
Jan-26,494,415105,2,1,0,Satara,Maharashtra
Jan-26,494,415106,5,0,0,Satara,Maharashtra
Jan-26,494,415107,4,1,0,Satara,Maharashtra
Jan-26,494,415108,10,0,1,Satara,Maharashtra
Jan-26,494,415109,9,1,0,Satara,Maharashtra
Jan-26,494,415110,7,1,1,Satara,Maharashtra
Jan-26,494,415111,7,0,1,Satara,Maharashtra
Jan-26,494,415112,7,2,0,Satara,Maharashtra
Jan-26,494,415114,4,1,0,Satara,Maharashtra
Jan-26,494,415115,1,0,0,Satara,Maharashtra
Jan-26,494,415116,4,0,0,Satara,Maharashtra
Jan-26,494,415122,1,0,0,Satara,Maharashtra
Jan-26,494,415124,6,1,0,Satara,Maharashtra
Jan-26,494,415205,6,1,0,Satara,Maharashtra
Jan-26,494,415206,21,1,0,Satara,Maharashtra
Jan-26,494,415207,3,1,0,Satara,Maharashtra
Jan-26,494,415209,4,1,0,Satara,Maharashtra
Jan-26,494,415211,6,0,0,Satara,Maharashtra
Jan-26,494,415312,1,0,0,Satara,Maharashtra
Jan-26,494,415501,8,2,1,Satara,Maharashtra
Jan-26,494,415502,10,1,0,Satara,Maharashtra
Jan-26,494,415503,6,1,0,Satara,Maharashtra
Jan-26,494,415504,3,0,0,Satara,Maharashtra
Jan-26,494,415505,3,0,0,Satara,Maharashtra
Jan-26,494,415506,5,1,0,Satara,Maharashtra
Jan-26,494,415507,4,0,0,Satara,Maharashtra
Jan-26,494,415508,10,0,0,Satara,Maharashtra
Jan-26,494,415509,15,2,0,Satara,Maharashtra
Jan-26,494,415510,6,0,0,Satara,Maharashtra
Jan-26,494,415511,6,0,0,Satara,Maharashtra
Jan-26,494,415512,11,2,0,Satara,Maharashtra
Jan-26,494,415513,1,0,0,Satara,Maharashtra
Jan-26,494,415514,3,0,0,Satara,Maharashtra
Jan-26,494,415515,4,0,0,Satara,Maharashtra
Jan-26,494,415516,1,0,0,Satara,Maharashtra
Jan-26,494,415518,1,0,0,Satara,Maharashtra
Jan-26,494,415519,20,1,1,Satara,Maharashtra
Jan-26,494,415520,5,1,0,Satara,Maharashtra
Jan-26,494,415521,11,2,0,Satara,Maharashtra
Jan-26,494,415522,6,0,0,Satara,Maharashtra
Jan-26,494,415523,39,4,0,Satara,Maharashtra
Jan-26,494,415524,1,0,1,Satara,Maharashtra
Jan-26,494,415525,5,0,0,Satara,Maharashtra
Jan-26,494,415526,1,0,0,Satara,Maharashtra
Jan-26,494,415527,5,0,0,Satara,Maharashtra
Jan-26,494,415528,4,1,0,Satara,Maharashtra
Jan-26,494,415530,3,0,0,Satara,Maharashtra
Jan-26,494,415536,1,0,0,Satara,Maharashtra
Jan-26,494,415537,3,0,0,Satara,Maharashtra
Jan-26,494,415538,1,0,0,Satara,Maharashtra
Jan-26,494,415539,13,0,0,Satara,Maharashtra
Jan-26,494,415540,4,1,0,Satara,Maharashtra
Jan-26,495,416510,7,0,0,Sindhudurg,Maharashtra
Jan-26,495,416511,1,0,0,Sindhudurg,Maharashtra
Jan-26,495,416512,2,0,0,Sindhudurg,Maharashtra
Jan-26,495,416513,1,0,0,Sindhudurg,Maharashtra
Jan-26,495,416514,1,0,0,Sindhudurg,Maharashtra
Jan-26,495,416516,5,0,0,Sindhudurg,Maharashtra
Jan-26,495,416518,2,0,0,Sindhudurg,Maharashtra
Jan-26,495,416519,2,1,0,Sindhudurg,Maharashtra
Jan-26,495,416520,3,1,0,Sindhudurg,Maharashtra
Jan-26,495,416522,3,0,0,Sindhudurg,Maharashtra
Jan-26,495,416524,1,0,0,Sindhudurg,Maharashtra
Jan-26,495,416525,2,0,0,Sindhudurg,Maharashtra
Jan-26,495,416531,2,0,0,Sindhudurg,Maharashtra
Jan-26,495,416602,1,0,0,Sindhudurg,Maharashtra
Jan-26,495,416604,5,0,0,Sindhudurg,Maharashtra
Jan-26,495,416606,1,0,0,Sindhudurg,Maharashtra
Jan-26,495,416609,1,0,0,Sindhudurg,Maharashtra
Jan-26,495,416612,2,0,0,Sindhudurg,Maharashtra
Jan-26,495,416614,3,0,0,Sindhudurg,Maharashtra
Jan-26,495,416623,1,0,0,Sindhudurg,Maharashtra
Jan-26,495,416630,2,0,0,Sindhudurg,Maharashtra
Jan-26,495,416801,2,0,0,Sindhudurg,Maharashtra
Jan-26,495,416803,1,0,0,Sindhudurg,Maharashtra
Jan-26,495,416805,1,0,0,Sindhudurg,Maharashtra
Jan-26,495,416810,1,0,0,Sindhudurg,Maharashtra
Jan-26,495,416811,3,0,0,Sindhudurg,Maharashtra
Jan-26,495,416812,3,0,0,Sindhudurg,Maharashtra
Jan-26,496,413001,21,11,0,Solapur,Maharashtra
Jan-26,496,413002,31,15,0,Solapur,Maharashtra
Jan-26,496,413003,71,22,0,Solapur,Maharashtra
Jan-26,496,413004,33,6,0,Solapur,Maharashtra
Jan-26,496,413005,32,17,1,Solapur,Maharashtra
Jan-26,496,413006,57,22,0,Solapur,Maharashtra
Jan-26,496,413007,1,3,0,Solapur,Maharashtra
Jan-26,496,413008,5,0,0,Solapur,Maharashtra
Jan-26,496,413101,6,2,0,Solapur,Maharashtra
Jan-26,496,413107,12,2,0,Solapur,Maharashtra
Jan-26,496,413108,1,0,0,Solapur,Maharashtra
Jan-26,496,413109,16,1,0,Solapur,Maharashtra
Jan-26,496,413111,3,2,0,Solapur,Maharashtra
Jan-26,496,413112,8,1,0,Solapur,Maharashtra
Jan-26,496,413113,7,2,0,Solapur,Maharashtra
Jan-26,496,413118,2,0,0,Solapur,Maharashtra
Jan-26,496,413202,10,2,0,Solapur,Maharashtra
Jan-26,496,413203,15,0,0,Solapur,Maharashtra
Jan-26,496,413206,1,1,0,Solapur,Maharashtra
Jan-26,496,413208,14,0,0,Solapur,Maharashtra
Jan-26,496,413209,8,0,0,Solapur,Maharashtra
Jan-26,496,413210,4,0,0,Solapur,Maharashtra
Jan-26,496,413211,12,3,0,Solapur,Maharashtra
Jan-26,496,413212,3,0,0,Solapur,Maharashtra
Jan-26,496,413213,25,1,0,Solapur,Maharashtra
Jan-26,496,413214,4,0,0,Solapur,Maharashtra
Jan-26,496,413215,10,3,0,Solapur,Maharashtra
Jan-26,496,413216,28,5,0,Solapur,Maharashtra
Jan-26,496,413217,3,1,0,Solapur,Maharashtra
Jan-26,496,413218,6,1,0,Solapur,Maharashtra
Jan-26,496,413219,11,2,0,Solapur,Maharashtra
Jan-26,496,413220,2,2,0,Solapur,Maharashtra
Jan-26,496,413221,28,5,0,Solapur,Maharashtra
Jan-26,496,413222,12,2,0,Solapur,Maharashtra
Jan-26,496,413223,3,1,0,Solapur,Maharashtra
Jan-26,496,413224,12,1,0,Solapur,Maharashtra
Jan-26,496,413226,6,0,0,Solapur,Maharashtra
Jan-26,496,413227,9,1,0,Solapur,Maharashtra
Jan-26,496,413228,9,2,0,Solapur,Maharashtra
Jan-26,496,413248,7,0,0,Solapur,Maharashtra
Jan-26,496,413251,6,1,0,Solapur,Maharashtra
Jan-26,496,413252,3,1,0,Solapur,Maharashtra
Jan-26,496,413253,6,1,0,Solapur,Maharashtra
Jan-26,496,413255,6,2,0,Solapur,Maharashtra
Jan-26,496,413301,2,1,0,Solapur,Maharashtra
Jan-26,496,413302,5,0,0,Solapur,Maharashtra
Jan-26,496,413303,1,0,0,Solapur,Maharashtra
Jan-26,496,413304,76,16,0,Solapur,Maharashtra
Jan-26,496,413305,22,2,0,Solapur,Maharashtra
Jan-26,496,413306,7,3,0,Solapur,Maharashtra
Jan-26,496,413307,23,5,0,Solapur,Maharashtra
Jan-26,496,413308,6,2,0,Solapur,Maharashtra
Jan-26,496,413309,10,5,0,Solapur,Maharashtra
Jan-26,496,413310,5,1,0,Solapur,Maharashtra
Jan-26,496,413314,7,2,0,Solapur,Maharashtra
Jan-26,496,413315,4,0,0,Solapur,Maharashtra
Jan-26,496,413317,13,1,0,Solapur,Maharashtra
Jan-26,496,413319,5,2,0,Solapur,Maharashtra
Jan-26,496,413322,10,3,0,Solapur,Maharashtra
Jan-26,496,413324,3,0,0,Solapur,Maharashtra
Jan-26,496,413401,24,4,0,Solapur,Maharashtra
Jan-26,496,413402,3,0,0,Solapur,Maharashtra
Jan-26,496,413403,2,0,0,Solapur,Maharashtra
Jan-26,496,413404,6,0,0,Solapur,Maharashtra
Jan-26,496,413406,6,2,0,Solapur,Maharashtra
Jan-26,496,413410,5,0,0,Solapur,Maharashtra
Jan-26,496,413411,3,0,0,Solapur,Maharashtra
Jan-26,496,413412,3,0,0,Solapur,Maharashtra
Jan-26,497,400601,25,6,2,Thane,Maharashtra
Jan-26,497,400602,4,0,1,Thane,Maharashtra
Jan-26,497,400603,1,0,1,Thane,Maharashtra
Jan-26,497,400604,23,4,0,Thane,Maharashtra
Jan-26,497,400605,18,13,0,Thane,Maharashtra
Jan-26,497,400606,15,3,0,Thane,Maharashtra
Jan-26,497,400607,11,3,0,Thane,Maharashtra
Jan-26,497,400608,10,0,0,Thane,Maharashtra
Jan-26,497,400610,6,0,0,Thane,Maharashtra
Jan-26,497,400612,104,40,11,Thane,Maharashtra
Jan-26,497,400614,3,1,3,Thane,Maharashtra
Jan-26,497,400615,12,6,0,Thane,Maharashtra
Jan-26,497,400701,24,9,0,Thane,Maharashtra
Jan-26,497,400703,12,4,0,Thane,Maharashtra
Jan-26,497,400705,13,2,0,Thane,Maharashtra
Jan-26,497,400706,26,5,1,Thane,Maharashtra
Jan-26,497,400708,29,8,0,Thane,Maharashtra
Jan-26,497,400709,13,3,0,Thane,Maharashtra
Jan-26,497,400710,1,1,0,Thane,Maharashtra
Jan-26,497,401101,9,4,1,Thane,Maharashtra
Jan-26,497,401104,1,0,0,Thane,Maharashtra
Jan-26,497,401106,4,1,0,Thane,Maharashtra
Jan-26,497,401107,54,25,1,Thane,Maharashtra
Jan-26,497,401204,2,0,0,Thane,Maharashtra
Jan-26,497,401610,1,0,0,Thane,Maharashtra
Jan-26,497,421001,6,5,0,Thane,Maharashtra
Jan-26,497,421002,16,5,0,Thane,Maharashtra
Jan-26,497,421004,15,12,0,Thane,Maharashtra
Jan-26,497,421005,5,5,0,Thane,Maharashtra
Jan-26,497,421101,5,1,0,Thane,Maharashtra
Jan-26,497,421102,10,6,0,Thane,Maharashtra
Jan-26,497,421103,1,1,0,Thane,Maharashtra
Jan-26,497,421201,23,15,1,Thane,Maharashtra
Jan-26,497,421202,20,3,1,Thane,Maharashtra
Jan-26,497,421203,9,2,0,Thane,Maharashtra
Jan-26,497,421204,20,18,1,Thane,Maharashtra
Jan-26,497,421301,73,31,2,Thane,Maharashtra
Jan-26,497,421302,95,46,0,Thane,Maharashtra
Jan-26,497,421305,14,4,1,Thane,Maharashtra
Jan-26,497,421306,30,27,0,Thane,Maharashtra
Jan-26,497,421308,12,2,0,Thane,Maharashtra
Jan-26,497,421311,4,3,0,Thane,Maharashtra
Jan-26,497,421401,22,11,0,Thane,Maharashtra
Jan-26,497,421402,3,2,0,Thane,Maharashtra
Jan-26,497,421403,8,3,0,Thane,Maharashtra
Jan-26,497,421501,33,12,0,Thane,Maharashtra
Jan-26,497,421502,4,0,0,Thane,Maharashtra
Jan-26,497,421503,66,19,4,Thane,Maharashtra
Jan-26,497,421505,8,2,0,Thane,Maharashtra
Jan-26,497,421601,32,4,0,Thane,Maharashtra
Jan-26,497,421602,19,16,0,Thane,Maharashtra
Jan-26,497,421605,16,7,0,Thane,Maharashtra
Jan-26,498,442001,42,3,0,Wardha,Maharashtra
Jan-26,498,442101,14,0,0,Wardha,Maharashtra
Jan-26,498,442102,14,0,0,Wardha,Maharashtra
Jan-26,498,442104,8,0,0,Wardha,Maharashtra
Jan-26,498,442105,1,1,0,Wardha,Maharashtra
Jan-26,498,442106,10,1,0,Wardha,Maharashtra
Jan-26,498,442111,4,0,0,Wardha,Maharashtra
Jan-26,498,442201,11,0,0,Wardha,Maharashtra
Jan-26,498,442202,14,0,1,Wardha,Maharashtra
Jan-26,498,442203,8,1,0,Wardha,Maharashtra
Jan-26,498,442301,21,2,0,Wardha,Maharashtra
Jan-26,498,442302,9,2,0,Wardha,Maharashtra
Jan-26,498,442304,9,0,0,Wardha,Maharashtra
Jan-26,498,442305,12,0,0,Wardha,Maharashtra
Jan-26,498,442306,9,1,0,Wardha,Maharashtra
Jan-26,498,442307,5,0,0,Wardha,Maharashtra
Jan-26,499,444105,30,3,1,Washim,Maharashtra
Jan-26,499,444110,4,0,0,Washim,Maharashtra
Jan-26,499,444402,12,0,0,Washim,Maharashtra
Jan-26,499,444403,29,2,0,Washim,Maharashtra
Jan-26,499,444404,43,3,0,Washim,Maharashtra
Jan-26,499,444503,35,2,0,Washim,Maharashtra
Jan-26,499,444504,16,0,0,Washim,Maharashtra
Jan-26,499,444505,31,2,0,Washim,Maharashtra
Jan-26,499,444506,24,3,0,Washim,Maharashtra
Jan-26,499,444507,10,0,0,Washim,Maharashtra
Jan-26,499,444510,12,0,0,Washim,Maharashtra
Jan-26,500,445001,34,5,0,Yavatmal,Maharashtra
Jan-26,500,445002,15,4,0,Yavatmal,Maharashtra
Jan-26,500,445101,10,1,0,Yavatmal,Maharashtra
Jan-26,500,445102,24,2,0,Yavatmal,Maharashtra
Jan-26,500,445103,23,1,0,Yavatmal,Maharashtra
Jan-26,500,445105,16,2,0,Yavatmal,Maharashtra
Jan-26,500,445106,3,3,0,Yavatmal,Maharashtra
Jan-26,500,445109,4,0,0,Yavatmal,Maharashtra
Jan-26,500,445110,12,3,0,Yavatmal,Maharashtra
Jan-26,500,445201,12,0,0,Yavatmal,Maharashtra
Jan-26,500,445202,17,2,0,Yavatmal,Maharashtra
Jan-26,500,445203,24,0,0,Yavatmal,Maharashtra
Jan-26,500,445204,37,11,1,Yavatmal,Maharashtra
Jan-26,500,445205,21,2,0,Yavatmal,Maharashtra
Jan-26,500,445206,15,1,0,Yavatmal,Maharashtra
Jan-26,500,445207,34,3,0,Yavatmal,Maharashtra
Jan-26,500,445209,10,0,0,Yavatmal,Maharashtra
Jan-26,500,445210,6,0,0,Yavatmal,Maharashtra
Jan-26,500,445211,6,1,0,Yavatmal,Maharashtra
Jan-26,500,445215,29,6,0,Yavatmal,Maharashtra
Jan-26,500,445216,0,1,0,Yavatmal,Maharashtra
Jan-26,500,445230,15,2,0,Yavatmal,Maharashtra
Jan-26,500,445301,25,2,0,Yavatmal,Maharashtra
Jan-26,500,445302,12,4,0,Yavatmal,Maharashtra
Jan-26,500,445303,11,0,0,Yavatmal,Maharashtra
Jan-26,500,445304,28,4,5,Yavatmal,Maharashtra
Jan-26,500,445305,11,2,0,Yavatmal,Maharashtra
Jan-26,500,445306,3,1,0,Yavatmal,Maharashtra
Jan-26,500,445307,1,0,0,Yavatmal,Maharashtra
Jan-26,500,445308,10,0,0,Yavatmal,Maharashtra
Jan-26,500,445323,5,1,0,Yavatmal,Maharashtra
Jan-26,500,445401,8,2,0,Yavatmal,Maharashtra
Jan-26,500,445402,11,0,0,Yavatmal,Maharashtra
Jan-26,665,401102,21,6,0,Palghar,Maharashtra
Jan-26,665,401103,1,1,0,Palghar,Maharashtra
Jan-26,665,401105,10,11,0,Palghar,Maharashtra
Jan-26,665,401201,14,2,0,Palghar,Maharashtra
Jan-26,665,401202,7,0,0,Palghar,Maharashtra
Jan-26,665,401203,12,7,0,Palghar,Maharashtra
Jan-26,665,401204,2,0,0,Palghar,Maharashtra
Jan-26,665,401207,1,1,0,Palghar,Maharashtra
Jan-26,665,401208,29,24,2,Palghar,Maharashtra
Jan-26,665,401209,38,25,1,Palghar,Maharashtra
Jan-26,665,401301,0,1,0,Palghar,Maharashtra
Jan-26,665,401302,4,1,0,Palghar,Maharashtra
Jan-26,665,401303,26,12,1,Palghar,Maharashtra
Jan-26,665,401304,3,1,0,Palghar,Maharashtra
