month_year,district_lgd_code,pincode,bio_age_5_17,bio_age_17_,district_label,state
Dec-25,493,416403,216,548,Sangli,Maharashtra
Dec-25,493,416404,809,867,Sangli,Maharashtra
Dec-25,493,416405,417,749,Sangli,Maharashtra
Dec-25,493,416406,90,72,Sangli,Maharashtra
Dec-25,493,416407,105,118,Sangli,Maharashtra
Dec-25,493,416408,181,246,Sangli,Maharashtra
Dec-25,493,416409,57,224,Sangli,Maharashtra
Dec-25,493,416410,1286,2052,Sangli,Maharashtra
Dec-25,493,416411,116,125,Sangli,Maharashtra
Dec-25,493,416412,210,205,Sangli,Maharashtra
Dec-25,493,416413,253,291,Sangli,Maharashtra
Dec-25,493,416414,107,94,Sangli,Maharashtra
Dec-25,493,416415,150,169,Sangli,Maharashtra
Dec-25,493,416416,1474,2263,Sangli,Maharashtra
Dec-25,493,416417,28,66,Sangli,Maharashtra
Dec-25,493,416418,91,124,Sangli,Maharashtra
Dec-25,493,416419,274,157,Sangli,Maharashtra
Dec-25,493,416420,40,97,Sangli,Maharashtra
Dec-25,493,416422,7,51,Sangli,Maharashtra
Dec-25,493,416423,0,1,Sangli,Maharashtra
Dec-25,493,416436,190,245,Sangli,Maharashtra
Dec-25,494,412206,568,597,Satara,Maharashtra
Dec-25,494,412801,209,307,Satara,Maharashtra
Dec-25,494,412802,154,275,Satara,Maharashtra
Dec-25,494,412803,503,798,Satara,Maharashtra
Dec-25,494,412804,81,111,Satara,Maharashtra
Dec-25,494,412805,231,160,Satara,Maharashtra
Dec-25,494,412806,284,219,Satara,Maharashtra
Dec-25,494,415001,327,277,Satara,Maharashtra
Dec-25,494,415002,933,778,Satara,Maharashtra
Dec-25,494,415003,150,165,Satara,Maharashtra
Dec-25,494,415004,256,289,Satara,Maharashtra
Dec-25,494,415010,92,169,Satara,Maharashtra
Dec-25,494,415011,188,198,Satara,Maharashtra
Dec-25,494,415012,159,262,Satara,Maharashtra
Dec-25,494,415013,125,216,Satara,Maharashtra
Dec-25,494,415014,169,345,Satara,Maharashtra
Dec-25,494,415015,98,93,Satara,Maharashtra
Dec-25,494,415019,66,61,Satara,Maharashtra
Dec-25,494,415020,48,60,Satara,Maharashtra
Dec-25,494,415021,97,130,Satara,Maharashtra
Dec-25,494,415022,121,128,Satara,Maharashtra
Dec-25,494,415023,50,109,Satara,Maharashtra
Dec-25,494,415102,35,75,Satara,Maharashtra
Dec-25,494,415103,120,344,Satara,Maharashtra
Dec-25,494,415104,33,104,Satara,Maharashtra
Dec-25,494,415105,98,208,Satara,Maharashtra
Dec-25,494,415106,79,180,Satara,Maharashtra
Dec-25,494,415107,35,44,Satara,Maharashtra
Dec-25,494,415108,153,388,Satara,Maharashtra
Dec-25,494,415109,172,428,Satara,Maharashtra
Dec-25,494,415110,142,406,Satara,Maharashtra
Dec-25,494,415111,128,538,Satara,Maharashtra
Dec-25,494,415112,281,529,Satara,Maharashtra
Dec-25,494,415114,132,258,Satara,Maharashtra
Dec-25,494,415115,73,96,Satara,Maharashtra
Dec-25,494,415116,66,70,Satara,Maharashtra
Dec-25,494,415122,42,117,Satara,Maharashtra
Dec-25,494,415124,248,859,Satara,Maharashtra
Dec-25,494,415205,97,216,Satara,Maharashtra
Dec-25,494,415206,351,480,Satara,Maharashtra
Dec-25,494,415207,56,88,Satara,Maharashtra
Dec-25,494,415209,65,111,Satara,Maharashtra
Dec-25,494,415211,32,68,Satara,Maharashtra
Dec-25,494,415212,16,37,Satara,Maharashtra
Dec-25,494,415312,83,78,Satara,Maharashtra
Dec-25,494,415501,479,389,Satara,Maharashtra
Dec-25,494,415502,98,131,Satara,Maharashtra
Dec-25,494,415503,70,191,Satara,Maharashtra
Dec-25,494,415504,28,105,Satara,Maharashtra
Dec-25,494,415505,77,113,Satara,Maharashtra
Dec-25,494,415506,330,377,Satara,Maharashtra
Dec-25,494,415507,136,273,Satara,Maharashtra
Dec-25,494,415508,362,425,Satara,Maharashtra
Dec-25,494,415509,643,525,Satara,Maharashtra
Dec-25,494,415510,135,93,Satara,Maharashtra
Dec-25,494,415511,141,134,Satara,Maharashtra
Dec-25,494,415512,181,172,Satara,Maharashtra
Dec-25,494,415513,109,170,Satara,Maharashtra
Dec-25,494,415514,178,258,Satara,Maharashtra
Dec-25,494,415515,60,116,Satara,Maharashtra
Dec-25,494,415516,23,30,Satara,Maharashtra
Dec-25,494,415517,22,49,Satara,Maharashtra
Dec-25,494,415518,91,134,Satara,Maharashtra
Dec-25,494,415519,209,447,Satara,Maharashtra
Dec-25,494,415520,68,160,Satara,Maharashtra
Dec-25,494,415521,297,331,Satara,Maharashtra
Dec-25,494,415522,350,114,Satara,Maharashtra
Dec-25,494,415523,838,879,Satara,Maharashtra
Dec-25,494,415524,78,65,Satara,Maharashtra
Dec-25,494,415525,118,158,Satara,Maharashtra
Dec-25,494,415526,54,92,Satara,Maharashtra
Dec-25,494,415527,40,111,Satara,Maharashtra
Dec-25,494,415528,198,107,Satara,Maharashtra
Dec-25,494,415530,48,102,Satara,Maharashtra
Dec-25,494,415536,38,53,Satara,Maharashtra
Dec-25,494,415537,99,92,Satara,Maharashtra
Dec-25,494,415538,211,149,Satara,Maharashtra
Dec-25,494,415539,187,404,Satara,Maharashtra
Dec-25,494,415540,244,274,Satara,Maharashtra
Dec-25,495,416510,542,444,Sindhudurg,Maharashtra
Dec-25,495,416511,98,178,Sindhudurg,Maharashtra
Dec-25,495,416512,181,157,Sindhudurg,Maharashtra
Dec-25,495,416513,17,34,Sindhudurg,Maharashtra
Dec-25,495,416514,50,79,Sindhudurg,Maharashtra
Dec-25,495,416515,25,54,Sindhudurg,Maharashtra
Dec-25,495,416516,153,105,Sindhudurg,Maharashtra
Dec-25,495,416517,15,21,Sindhudurg,Maharashtra
Dec-25,495,416518,53,65,Sindhudurg,Maharashtra
Dec-25,495,416519,116,202,Sindhudurg,Maharashtra
Dec-25,495,416520,297,322,Sindhudurg,Maharashtra
Dec-25,495,416521,26,100,Sindhudurg,Maharashtra
Dec-25,495,416522,24,43,Sindhudurg,Maharashtra
Dec-25,495,416523,103,41,Sindhudurg,Maharashtra
Dec-25,495,416524,17,39,Sindhudurg,Maharashtra
Dec-25,495,416525,49,38,Sindhudurg,Maharashtra
Dec-25,495,416528,31,55,Sindhudurg,Maharashtra
Dec-25,495,416529,37,122,Sindhudurg,Maharashtra
Dec-25,495,416531,23,66,Sindhudurg,Maharashtra
Dec-25,495,416534,22,71,Sindhudurg,Maharashtra
Dec-25,495,416549,21,37,Sindhudurg,Maharashtra
Dec-25,495,416550,3,2,Sindhudurg,Maharashtra
Dec-25,495,416601,111,143,Sindhudurg,Maharashtra
Dec-25,495,416602,279,248,Sindhudurg,Maharashtra
Dec-25,495,416603,99,101,Sindhudurg,Maharashtra
Dec-25,495,416604,32,94,Sindhudurg,Maharashtra
Dec-25,495,416605,10,61,Sindhudurg,Maharashtra
Dec-25,495,416606,47,164,Sindhudurg,Maharashtra
Dec-25,495,416608,27,62,Sindhudurg,Maharashtra
Dec-25,495,416609,112,89,Sindhudurg,Maharashtra
Dec-25,495,416610,28,111,Sindhudurg,Maharashtra
Dec-25,495,416611,60,165,Sindhudurg,Maharashtra
Dec-25,495,416612,130,165,Sindhudurg,Maharashtra
Dec-25,495,416613,37,64,Sindhudurg,Maharashtra
Dec-25,495,416614,36,114,Sindhudurg,Maharashtra
Dec-25,495,416615,13,31,Sindhudurg,Maharashtra
Dec-25,495,416616,34,60,Sindhudurg,Maharashtra
Dec-25,495,416620,39,40,Sindhudurg,Maharashtra
Dec-25,495,416623,11,18,Sindhudurg,Maharashtra
Dec-25,495,416626,0,28,Sindhudurg,Maharashtra
Dec-25,495,416628,17,33,Sindhudurg,Maharashtra
Dec-25,495,416630,34,121,Sindhudurg,Maharashtra
Dec-25,495,416632,16,40,Sindhudurg,Maharashtra
Dec-25,495,416703,130,330,Sindhudurg,Maharashtra
Dec-25,495,416801,173,97,Sindhudurg,Maharashtra
Dec-25,495,416803,8,20,Sindhudurg,Maharashtra
Dec-25,495,416804,66,35,Sindhudurg,Maharashtra
Dec-25,495,416805,31,51,Sindhudurg,Maharashtra
Dec-25,495,416806,40,39,Sindhudurg,Maharashtra
Dec-25,495,416807,27,19,Sindhudurg,Maharashtra
Dec-25,495,416810,148,200,Sindhudurg,Maharashtra
Dec-25,495,416811,87,120,Sindhudurg,Maharashtra
Dec-25,495,416812,100,129,Sindhudurg,Maharashtra
Dec-25,496,413001,839,966,Solapur,Maharashtra
Dec-25,496,413002,1760,2320,Solapur,Maharashtra
Dec-25,496,413003,1635,2241,Solapur,Maharashtra
Dec-25,496,413004,789,1358,Solapur,Maharashtra
Dec-25,496,413005,826,1301,Solapur,Maharashtra
Dec-25,496,413006,1214,1705,Solapur,Maharashtra
Dec-25,496,413007,211,253,Solapur,Maharashtra
Dec-25,496,413008,277,104,Solapur,Maharashtra
Dec-25,496,413101,391,496,Solapur,Maharashtra
Dec-25,496,413107,425,353,Solapur,Maharashtra
Dec-25,496,413108,63,124,Solapur,Maharashtra
Dec-25,496,413109,770,594,Solapur,Maharashtra
Dec-25,496,413111,138,149,Solapur,Maharashtra
Dec-25,496,413112,309,263,Solapur,Maharashtra
Dec-25,496,413113,588,469,Solapur,Maharashtra
Dec-25,496,413118,90,94,Solapur,Maharashtra
Dec-25,496,413202,544,509,Solapur,Maharashtra
Dec-25,496,413203,709,765,Solapur,Maharashtra
Dec-25,496,413206,81,104,Solapur,Maharashtra
Dec-25,496,413208,1082,706,Solapur,Maharashtra
Dec-25,496,413209,542,260,Solapur,Maharashtra
Dec-25,496,413210,177,146,Solapur,Maharashtra
Dec-25,496,413211,627,526,Solapur,Maharashtra
Dec-25,496,413212,135,142,Solapur,Maharashtra
Dec-25,496,413213,454,602,Solapur,Maharashtra
Dec-25,496,413214,152,175,Solapur,Maharashtra
Dec-25,496,413215,236,476,Solapur,Maharashtra
Dec-25,496,413216,798,1058,Solapur,Maharashtra
Dec-25,496,413217,150,183,Solapur,Maharashtra
Dec-25,496,413218,105,149,Solapur,Maharashtra
Dec-25,496,413219,250,291,Solapur,Maharashtra
Dec-25,496,413220,112,103,Solapur,Maharashtra
Dec-25,496,413221,573,468,Solapur,Maharashtra
Dec-25,496,413222,256,666,Solapur,Maharashtra
Dec-25,496,413223,136,135,Solapur,Maharashtra
Dec-25,496,413224,265,390,Solapur,Maharashtra
Dec-25,496,413226,141,199,Solapur,Maharashtra
Dec-25,496,413227,272,203,Solapur,Maharashtra
Dec-25,496,413228,181,363,Solapur,Maharashtra
Dec-25,496,413248,221,286,Solapur,Maharashtra
Dec-25,496,413250,89,56,Solapur,Maharashtra
Dec-25,496,413251,209,128,Solapur,Maharashtra
Dec-25,496,413252,453,169,Solapur,Maharashtra
Dec-25,496,413253,219,343,Solapur,Maharashtra
Dec-25,496,413255,265,320,Solapur,Maharashtra
Dec-25,496,413301,179,165,Solapur,Maharashtra
Dec-25,496,413302,960,337,Solapur,Maharashtra
Dec-25,496,413303,60,94,Solapur,Maharashtra
Dec-25,496,413304,2664,2215,Solapur,Maharashtra
Dec-25,496,413305,427,600,Solapur,Maharashtra
Dec-25,496,413306,555,427,Solapur,Maharashtra
Dec-25,496,413307,894,901,Solapur,Maharashtra
Dec-25,496,413308,104,142,Solapur,Maharashtra
Dec-25,496,413309,986,748,Solapur,Maharashtra
Dec-25,496,413310,546,325,Solapur,Maharashtra
Dec-25,496,413314,70,252,Solapur,Maharashtra
Dec-25,496,413315,714,168,Solapur,Maharashtra
Dec-25,496,413317,422,301,Solapur,Maharashtra
Dec-25,496,413319,261,313,Solapur,Maharashtra
Dec-25,496,413322,268,417,Solapur,Maharashtra
Dec-25,496,413324,311,124,Solapur,Maharashtra
Dec-25,496,413401,566,581,Solapur,Maharashtra
Dec-25,496,413402,321,243,Solapur,Maharashtra
Dec-25,496,413403,94,101,Solapur,Maharashtra
Dec-25,496,413404,231,173,Solapur,Maharashtra
Dec-25,496,413406,174,201,Solapur,Maharashtra
Dec-25,496,413409,130,89,Solapur,Maharashtra
Dec-25,496,413410,66,73,Solapur,Maharashtra
Dec-25,496,413411,19,97,Solapur,Maharashtra
Dec-25,496,413412,58,74,Solapur,Maharashtra
Dec-25,497,400601,1137,1158,Thane,Maharashtra
Dec-25,497,400602,240,365,Thane,Maharashtra
Dec-25,497,400603,243,434,Thane,Maharashtra
Dec-25,497,400604,1860,2390,Thane,Maharashtra
Dec-25,497,400605,1054,1691,Thane,Maharashtra
Dec-25,497,400606,1001,1573,Thane,Maharashtra
Dec-25,497,400607,614,836,Thane,Maharashtra
Dec-25,497,400608,86,180,Thane,Maharashtra
Dec-25,497,400610,207,391,Thane,Maharashtra
Dec-25,497,400612,2577,4211,Thane,Maharashtra
Dec-25,497,400614,185,222,Thane,Maharashtra
Dec-25,497,400615,357,701,Thane,Maharashtra
Dec-25,497,400701,836,1014,Thane,Maharashtra
Dec-25,497,400703,545,842,Thane,Maharashtra
Dec-25,497,400705,330,519,Thane,Maharashtra
Dec-25,497,400706,843,976,Thane,Maharashtra
Dec-25,497,400708,872,1174,Thane,Maharashtra
Dec-25,497,400709,728,1128,Thane,Maharashtra
Dec-25,497,400710,34,99,Thane,Maharashtra
Dec-25,497,401101,667,1151,Thane,Maharashtra
Dec-25,497,401104,1,64,Thane,Maharashtra
Dec-25,497,401106,78,212,Thane,Maharashtra
Dec-25,497,401107,1952,2656,Thane,Maharashtra
Dec-25,497,401204,167,159,Thane,Maharashtra
Dec-25,497,401206,22,53,Thane,Maharashtra
Dec-25,497,401610,6,123,Thane,Maharashtra
Dec-25,497,421001,518,965,Thane,Maharashtra
Dec-25,497,421002,681,1185,Thane,Maharashtra
Dec-25,497,421003,14,105,Thane,Maharashtra
Dec-25,497,421004,466,912,Thane,Maharashtra
Dec-25,497,421005,276,604,Thane,Maharashtra
Dec-25,497,421101,133,259,Thane,Maharashtra
Dec-25,497,421102,323,607,Thane,Maharashtra
Dec-25,497,421103,84,183,Thane,Maharashtra
Dec-25,497,421201,937,1820,Thane,Maharashtra
Dec-25,497,421202,524,1155,Thane,Maharashtra
Dec-25,497,421203,287,520,Thane,Maharashtra
Dec-25,497,421204,575,1189,Thane,Maharashtra
Dec-25,497,421301,3146,4475,Thane,Maharashtra
Dec-25,497,421302,4289,7143,Thane,Maharashtra
Dec-25,497,421304,0,4,Thane,Maharashtra
Dec-25,497,421305,865,1243,Thane,Maharashtra
Dec-25,497,421306,1657,3013,Thane,Maharashtra
Dec-25,497,421308,343,590,Thane,Maharashtra
Dec-25,497,421311,209,463,Thane,Maharashtra
Dec-25,497,421401,673,1223,Thane,Maharashtra
Dec-25,497,421402,152,312,Thane,Maharashtra
Dec-25,497,421403,140,263,Thane,Maharashtra
Dec-25,497,421501,730,1220,Thane,Maharashtra
Dec-25,497,421502,49,116,Thane,Maharashtra
Dec-25,497,421503,1312,2376,Thane,Maharashtra
Dec-25,497,421505,277,345,Thane,Maharashtra
Dec-25,497,421506,40,46,Thane,Maharashtra
Dec-25,497,421601,507,693,Thane,Maharashtra
Dec-25,497,421602,175,598,Thane,Maharashtra
Dec-25,497,421603,23,49,Thane,Maharashtra
Dec-25,497,421604,1,70,Thane,Maharashtra
Dec-25,497,421605,347,542,Thane,Maharashtra
Dec-25,498,442001,2053,3104,Wardha,Maharashtra
Dec-25,498,442003,0,2,Wardha,Maharashtra
Dec-25,498,442005,12,16,Wardha,Maharashtra
Dec-25,498,442101,380,1062,Wardha,Maharashtra
Dec-25,498,442102,420,759,Wardha,Maharashtra
Dec-25,498,442103,10,72,Wardha,Maharashtra
Dec-25,498,442104,537,1041,Wardha,Maharashtra
Dec-25,498,442105,96,66,Wardha,Maharashtra
Dec-25,498,442106,154,466,Wardha,Maharashtra
Dec-25,498,442110,8,3,Wardha,Maharashtra
Dec-25,498,442111,55,31,Wardha,Maharashtra
Dec-25,498,442201,396,904,Wardha,Maharashtra
Dec-25,498,442202,304,489,Wardha,Maharashtra
Dec-25,498,442203,335,1379,Wardha,Maharashtra
Dec-25,498,442301,1421,2194,Wardha,Maharashtra
Dec-25,498,442302,414,1078,Wardha,Maharashtra
Dec-25,498,442303,7,42,Wardha,Maharashtra
Dec-25,498,442304,233,460,Wardha,Maharashtra
Dec-25,498,442305,436,1137,Wardha,Maharashtra
Dec-25,498,442306,260,627,Wardha,Maharashtra
Dec-25,498,442307,222,385,Wardha,Maharashtra
Dec-25,499,444105,863,1495,Washim,Maharashtra
Dec-25,499,444110,210,683,Washim,Maharashtra
Dec-25,499,444402,230,430,Washim,Maharashtra
Dec-25,499,444403,1230,2059,Washim,Maharashtra
Dec-25,499,444404,742,1940,Washim,Maharashtra
Dec-25,499,444409,12,66,Washim,Maharashtra
Dec-25,499,444503,921,2078,Washim,Maharashtra
Dec-25,499,444504,330,1073,Washim,Maharashtra
Dec-25,499,444505,1363,1915,Washim,Maharashtra
Dec-25,499,444506,480,1423,Washim,Maharashtra
Dec-25,499,444507,551,756,Washim,Maharashtra
Dec-25,499,444510,268,510,Washim,Maharashtra
Dec-25,500,445001,1297,2340,Yavatmal,Maharashtra
Dec-25,500,445002,474,1352,Yavatmal,Maharashtra
Dec-25,500,445101,454,1223,Yavatmal,Maharashtra
Dec-25,500,445102,405,1421,Yavatmal,Maharashtra
Dec-25,500,445103,493,1209,Yavatmal,Maharashtra
Dec-25,500,445105,235,636,Yavatmal,Maharashtra
Dec-25,500,445106,175,387,Yavatmal,Maharashtra
Dec-25,500,445109,181,601,Yavatmal,Maharashtra
Dec-25,500,445110,324,759,Yavatmal,Maharashtra
Dec-25,500,445201,338,1007,Yavatmal,Maharashtra
Dec-25,500,445202,872,1390,Yavatmal,Maharashtra
Dec-25,500,445203,1012,1647,Yavatmal,Maharashtra
Dec-25,500,445204,1623,3212,Yavatmal,Maharashtra
Dec-25,500,445205,1095,2017,Yavatmal,Maharashtra
Dec-25,500,445206,649,1433,Yavatmal,Maharashtra
Dec-25,500,445207,618,998,Yavatmal,Maharashtra
Dec-25,500,445209,148,268,Yavatmal,Maharashtra
Dec-25,500,445210,182,296,Yavatmal,Maharashtra
Dec-25,500,445211,195,363,Yavatmal,Maharashtra
Dec-25,500,445215,789,2053,Yavatmal,Maharashtra
Dec-25,500,445216,40,88,Yavatmal,Maharashtra
Dec-25,500,445230,498,1029,Yavatmal,Maharashtra
Dec-25,500,445301,455,1338,Yavatmal,Maharashtra
Dec-25,500,445302,825,2022,Yavatmal,Maharashtra
Dec-25,500,445303,766,1467,Yavatmal,Maharashtra
Dec-25,500,445304,1415,2943,Yavatmal,Maharashtra
Dec-25,500,445305,368,586,Yavatmal,Maharashtra
Dec-25,500,445306,227,640,Yavatmal,Maharashtra
Dec-25,500,445307,171,281,Yavatmal,Maharashtra
Dec-25,500,445308,129,224,Yavatmal,Maharashtra
Dec-25,500,445323,193,771,Yavatmal,Maharashtra
Dec-25,500,445401,186,473,Yavatmal,Maharashtra
Dec-25,500,445402,165,297,Yavatmal,Maharashtra
Dec-25,665,401102,336,727,Palghar,Maharashtra
Dec-25,665,401103,179,551,Palghar,Maharashtra
Dec-25,665,401105,655,1147,Palghar,Maharashtra
Dec-25,665,401201,362,776,Palghar,Maharashtra
Dec-25,665,401202,382,636,Palghar,Maharashtra
Dec-25,665,401203,871,809,Palghar,Maharashtra
Dec-25,665,401204,167,159,Palghar,Maharashtra
Dec-25,665,401207,78,156,Palghar,Maharashtra
Dec-25,665,401208,1338,2081,Palghar,Maharashtra
Dec-25,665,401209,2170,2916,Palghar,Maharashtra
Dec-25,665,401301,233,313,Palghar,Maharashtra
Dec-25,665,401302,243,282,Palghar,Maharashtra
Dec-25,665,401303,1214,1062,Palghar,Maharashtra
Dec-25,665,401304,83,230,Palghar,Maharashtra
Dec-25,665,401305,2536,1838,Palghar,Maharashtra
Dec-25,665,401401,89,186,Palghar,Maharashtra
Dec-25,665,401402,79,131,Palghar,Maharashtra
Dec-25,665,401403,720,1010,Palghar,Maharashtra
Dec-25,665,401404,713,1343,Palghar,Maharashtra
Dec-25,665,401405,89,115,Palghar,Maharashtra
Dec-25,665,401501,1151,1278,Palghar,Maharashtra
Dec-25,665,401502,167,206,Palghar,Maharashtra
Dec-25,665,401503,254,271,Palghar,Maharashtra
Dec-25,665,401504,238,267,Palghar,Maharashtra
Dec-25,665,401506,92,100,Palghar,Maharashtra
Dec-25,665,401601,310,311,Palghar,Maharashtra
Dec-25,665,401602,946,2449,Palghar,Maharashtra
Dec-25,665,401603,837,1289,Palghar,Maharashtra
Dec-25,665,401604,268,872,Palghar,Maharashtra
Dec-25,665,401605,283,505,Palghar,Maharashtra
Dec-25,665,401606,711,1245,Palghar,Maharashtra
Dec-25,665,401607,245,823,Palghar,Maharashtra
Dec-25,665,401608,0,3,Palghar,Maharashtra
Dec-25,665,401609,8,4,Palghar,Maharashtra
Dec-25,665,401610,87,151,Palghar,Maharashtra
Dec-25,665,401701,126,122,Palghar,Maharashtra
Dec-25,665,401702,186,185,Palghar,Maharashtra
Dec-25,665,401703,33,82,Palghar,Maharashtra
Dec-25,665,410501,1255,892,Palghar,Maharashtra
Dec-25,665,421303,755,842,Palghar,Maharashtra
Dec-25,665,421312,385,344,Palghar,Maharashtra
Jan-26,466,413204,0,1,Ahilyanagar,Maharashtra
Jan-26,466,413713,0,1,Ahilyanagar,Maharashtra
Jan-26,466,413714,0,1,Ahilyanagar,Maharashtra
Jan-26,466,413739,0,1,Ahilyanagar,Maharashtra
Jan-26,466,414005,0,1,Ahilyanagar,Maharashtra
Jan-26,466,414103,0,1,Ahilyanagar,Maharashtra
Jan-26,466,414111,0,1,Ahilyanagar,Maharashtra
Jan-26,466,414301,0,1,Ahilyanagar,Maharashtra
Jan-26,466,422601,0,1,Ahilyanagar,Maharashtra
Jan-26,466,422605,0,3,Ahilyanagar,Maharashtra
Jan-26,467,444001,231,312,Akola,Maharashtra
Jan-26,467,444002,67,122,Akola,Maharashtra
Jan-26,467,444003,19,61,Akola,Maharashtra
Jan-26,467,444004,21,37,Akola,Maharashtra
Jan-26,467,444005,28,36,Akola,Maharashtra
Jan-26,467,444006,19,40,Akola,Maharashtra
Jan-26,467,444101,133,203,Akola,Maharashtra
Jan-26,467,444102,28,62,Akola,Maharashtra
Jan-26,467,444103,24,101,Akola,Maharashtra
Jan-26,467,444104,12,34,Akola,Maharashtra
Jan-26,467,444106,13,36,Akola,Maharashtra
Jan-26,467,444107,49,113,Akola,Maharashtra
Jan-26,467,444108,44,113,Akola,Maharashtra
Jan-26,467,444109,18,49,Akola,Maharashtra
Jan-26,467,444111,8,7,Akola,Maharashtra
Jan-26,467,444115,0,6,Akola,Maharashtra
Jan-26,467,444117,9,12,Akola,Maharashtra
Jan-26,467,444126,7,11,Akola,Maharashtra
Jan-26,467,444302,16,44,Akola,Maharashtra
Jan-26,467,444311,3,27,Akola,Maharashtra
Jan-26,467,444401,30,54,Akola,Maharashtra
Jan-26,467,444405,26,49,Akola,Maharashtra
Jan-26,467,444407,6,36,Akola,Maharashtra
Jan-26,467,444501,83,127,Akola,Maharashtra
Jan-26,467,444502,32,28,Akola,Maharashtra
Jan-26,467,444511,25,27,Akola,Maharashtra
Jan-26,468,444601,95,241,Amravati,Maharashtra
Jan-26,468,444602,31,116,Amravati,Maharashtra
Jan-26,468,444603,18,30,Amravati,Maharashtra
Jan-26,468,444604,35,53,Amravati,Maharashtra
Jan-26,468,444605,12,32,Amravati,Maharashtra
Jan-26,468,444606,32,92,Amravati,Maharashtra
Jan-26,468,444607,24,34,Amravati,Maharashtra
Jan-26,468,444701,44,184,Amravati,Maharashtra
Jan-26,468,444702,30,232,Amravati,Maharashtra
Jan-26,468,444704,47,91,Amravati,Maharashtra
Jan-26,468,444705,70,126,Amravati,Maharashtra
Jan-26,468,444706,16,22,Amravati,Maharashtra
Jan-26,468,444707,18,44,Amravati,Maharashtra
Jan-26,468,444708,16,88,Amravati,Maharashtra
Jan-26,468,444709,42,66,Amravati,Maharashtra
Jan-26,468,444710,2,7,Amravati,Maharashtra
Jan-26,468,444711,10,21,Amravati,Maharashtra
Jan-26,468,444717,12,29,Amravati,Maharashtra
Jan-26,468,444719,10,130,Amravati,Maharashtra
Jan-26,468,444720,18,52,Amravati,Maharashtra
Jan-26,468,444723,22,38,Amravati,Maharashtra
Jan-26,468,444728,4,21,Amravati,Maharashtra
Jan-26,468,444801,33,70,Amravati,Maharashtra
Jan-26,468,444802,44,30,Amravati,Maharashtra
Jan-26,468,444803,33,77,Amravati,Maharashtra
Jan-26,468,444804,9,20,Amravati,Maharashtra
Jan-26,468,444805,23,48,Amravati,Maharashtra
Jan-26,468,444806,56,212,Amravati,Maharashtra
Jan-26,468,444807,14,69,Amravati,Maharashtra
Jan-26,468,444808,28,75,Amravati,Maharashtra
Jan-26,468,444809,10,43,Amravati,Maharashtra
Jan-26,468,444810,3,24,Amravati,Maharashtra
Jan-26,468,444813,13,82,Amravati,Maharashtra
Jan-26,468,444901,11,79,Amravati,Maharashtra
Jan-26,468,444902,5,45,Amravati,Maharashtra
Jan-26,468,444903,8,40,Amravati,Maharashtra
Jan-26,468,444904,25,149,Amravati,Maharashtra
Jan-26,468,444905,40,99,Amravati,Maharashtra
Jan-26,468,444906,59,150,Amravati,Maharashtra
Jan-26,468,444907,9,34,Amravati,Maharashtra
Jan-26,468,444908,17,51,Amravati,Maharashtra
Jan-26,469,423701,0,2,Chhatrapati Sambhajinagar,Maharashtra
Jan-26,469,423702,1,1,Chhatrapati Sambhajinagar,Maharashtra
Jan-26,469,431001,3,12,Chhatrapati Sambhajinagar,Maharashtra
Jan-26,469,431003,0,4,Chhatrapati Sambhajinagar,Maharashtra
Jan-26,469,431004,0,1,Chhatrapati Sambhajinagar,Maharashtra
Jan-26,469,431007,0,3,Chhatrapati Sambhajinagar,Maharashtra
Jan-26,469,431008,0,1,Chhatrapati Sambhajinagar,Maharashtra
Jan-26,469,431009,0,1,Chhatrapati Sambhajinagar,Maharashtra
Jan-26,469,431010,0,1,Chhatrapati Sambhajinagar,Maharashtra
Jan-26,469,431101,2,1,Chhatrapati Sambhajinagar,Maharashtra
Jan-26,469,431102,0,1,Chhatrapati Sambhajinagar,Maharashtra
Jan-26,469,431103,1,2,Chhatrapati Sambhajinagar,Maharashtra
Jan-26,469,431105,1,2,Chhatrapati Sambhajinagar,Maharashtra
Jan-26,469,431111,0,1,Chhatrapati Sambhajinagar,Maharashtra
Jan-26,469,431113,0,5,Chhatrapati Sambhajinagar,Maharashtra
Jan-26,469,431115,0,2,Chhatrapati Sambhajinagar,Maharashtra
Jan-26,469,431116,1,2,Chhatrapati Sambhajinagar,Maharashtra
Jan-26,469,431133,0,1,Chhatrapati Sambhajinagar,Maharashtra
Jan-26,469,431136,3,5,Chhatrapati Sambhajinagar,Maharashtra
Jan-26,469,431147,0,1,Chhatrapati Sambhajinagar,Maharashtra
Jan-26,469,431148,1,0,Chhatrapati Sambhajinagar,Maharashtra
Jan-26,469,431150,0,2,Chhatrapati Sambhajinagar,Maharashtra
Jan-26,470,413207,15,14,Beed,Maharashtra
Jan-26,470,413229,9,8,Beed,Maharashtra
Jan-26,470,413249,30,35,Beed,Maharashtra
Jan-26,470,414202,58,59,Beed,Maharashtra
Jan-26,470,414203,51,78,Beed,Maharashtra
Jan-26,470,414204,45,56,Beed,Maharashtra
Jan-26,470,414205,38,38,Beed,Maharashtra
Jan-26,470,414208,17,19,Beed,Maharashtra
Jan-26,470,431122,194,370,Beed,Maharashtra
Jan-26,470,431123,81,115,Beed,Maharashtra
Jan-26,470,431124,63,78,Beed,Maharashtra
Jan-26,470,431125,12,26,Beed,Maharashtra
Jan-26,470,431126,39,48,Beed,Maharashtra
Jan-26,470,431127,83,107,Beed,Maharashtra
